shop_num_1,shop_name,shop_addr_1,shop_addr_2,shop_city,shop_state,shop_zip,shop_addr_1_m,shop_addr_2_m,shop_city_m,shop_state_m,shop_zip_m,shop_phone_1,shop_phone_2,shop_email,shop_website,shop_owner,shop_hours,shop_mdse
10276,Gather Here,1343 Cambridge Street,,Cambridge,MA,2139,1343 Cambridge Street,,Cambridge,MA,2139,(617) 714-4880,,makesomething@gatherhereonline.com,http://www.gatherhereonline.com,Virginia Johnson,"M-Th 12-8:30, F-Su 11-6","C,HE,M,ME,N,Q,W,Y"
18282,Sew Crafty,1160 Oregon Avenue SW,,Bandon,OR,97411,47300 Hwy 101,,Bandon,OR,97411,(541) 808-7303,,sewcraftybandon@gmail.com,https://www.facebook.com/SewCraftyByLeeAnn/,LeeAnn Scarr,Tu-Sa 10-4,"C,HE,M,ME,N,Q,W,Y"
17547,Rae's Quilt Shop,683 NW 9th Street,,Warrenton,OR,97146,,,,OR,,(503) 861-7717,,contact@raesquiltshop.com,https://www.raesquiltshop.com/,Janet Mossman,Tu-Sa 11-5,"C,HE,M,ME,N,Q,Y"
18100,Countryside Quilts LLC,2117 Missouri Blvd.,,Jefferson City,MO,65109,227 E. High Street,,Jefferson City,MO,65101,(573) 896-5661,,info@countrysidequilts.com,https://www.countrysidequilts.com/,Sue Christian,"WThF 9-6, Sa 9-5, MTu by appt","C,HE,M,ME,N,Q,Y"
8452,Hyderhangout: Quilt Fabric & More,219 1st Street NE,,Cleveland,TN,37311,219 1st Street NE,,Cleveland,TN,37311,(423) 715-9436,(423) 715-2908,info@hyderhangout.com,https://www.hyderhangout.com,Susan Hyder,"MTuWFSa 10-5, Th 12-7 (or call for appt)","C,HE,M,ME,N,Q,Y"
16122,Treelotta,3370 S Broadway,,Englewood,CO,80113,3370 S Broadway,,Englewood,CO,80113,(303) 997-4372,,treelotta@gmail.com,https://www.treelotta.com,Teresa Barbagallo,"TuThFSa 10-5, W 10-8, Su 12-4","C,HE,M,ME,N,Q,Y"
13688,Wee Scotty,"13 N. San Francisco Street, Suite 208",,Flagstaff,AZ,86001,"13 N. San Francisco Street, suite 208",,Flagstaff,AZ,86001,(928) 440-3242,(415) 515-0488,,http://www.weescotty.com,Lynne Gallagher,"WTh 3-6, FSa 11-6","C,HE,M,ME,N,Q,Y"
10194,Thimbelina's Quilt Shop,"118 N.  B Street, Suite B",,Livingston,MT,59047,"118 N.  B Street, Suite B",,Livingston,MT,59047,(406) 222-5904,,thimbelinas@yahoo.com,http:www.thimbelinasquiltshop.com,Gordy Ann Ricci,M-Sa  10-5,"C,HE,M,ME,N,Q,Y"
13085,Sew Charming Quilt Shop,601 7th Street S,,Clanton,AL,35045,601 7th Street S,,Clanton,AL,35045,(205) 903-4133,(205) 294-4747,sewcharmingquiltshop@gmail.com,https://www.sewcharmingquiltshop.com,Penny Smith and Emily Hand,"Tu-F 9-4, Sa 9-12","C,HE,M,ME,N,Q,Y"
7033,Itch'n to be Stitch'n,18130 Renken Road,,Staunton,IL,62088,18130 Renken Road,,Staunton,IL,62088,(618) 635-2429,,itchntobestitchn@hotmail.com,https://www.itchntobestitchn.com,Tamara  Lynn Bruhn,"M-F 9-5, Sa 9-3","C,HE,M,ME,N,Q,Y"
1297,Crafts Frames & Things,108 Owen Drive,,Fayetteville,NC,28304,108 Owen Drive,,Fayetteville,NC,28304,(910) 485-4833,,craftsvkw@yahoo.com,http://www.craftsframesandthings.com,PRESIDENT AND BUYER IS Bobby Woodyard,M-Sa 10-5,"C,HE,M,ME,N,Q,Y"
5511,Patchwork Plus,17 Killdeer Lane,,Dayton,VA,22821,17 Killdeer Lane,,Dayton,VA,22821,(540) 879-2505,,susan@patchworkplusva.com,http://www.patchworkplus-quilting.com,"Susan Oehler, Cynthia Hay, Shirley Martin and Mary Bre",M-Sa 10-4,"C,HE,M,ME,Q"
16696,Quilt-N-Code,"208 West Blvd., Suite 1A",,Burnsville,NC,28714,"208 West Blvd., Suite 1A",,Burnsville,NC,28714,(828) 536-5400,,info@quilt-n-code.com,https://www.quilt-n-code.com,Lanny Heidenfelder,"M-F 10-5, Sa 10-2","C,HE,M,ME,Q"
16695,Quilting Farmstead,2511 SE Wilson Road,,Lathrop,MO,64465,2511 SE Wilson Road,,Lathrop,MO,64465,(816) 377-9062,,quiltingfarmsteadllc@gmail.com,https://www.quiltingfarmsteadllc.com,VICKI R. SHREWSBURY,"Tu-F 10-5,  Sa 10-3","C,HE,M,ME,Q"
11536,Andalusia Sewing Center,204 West Bypass,,Andalusia,AL,36420,204 West Bypass,,Andalusia,AL,36420,(334) 222-4124,,andysewing@yahoo.com,https://b-m.facebook.com/Andalusia-Sewing-Center-252626801529137/,David and Lisa McBrayer,"Tu-F 9-5:30, Sa 9-3","C,HE,M,ME,Q"
7067,Pohlar Fabrics,941 W. Coe Road,,Liberty,IN,47353,941 W. Coe Road,,Liberty,IN,47353,(765) 458-5466,,info@pohlarfabrics.com,https://www.pohlarfabrics.com,Kenny & Rose Pohlar,"M-F 9:30-4, Sa 9:30-3","C,HE,M,ME,Q"
10196,MidSouth Sewing & Fabric,"7240 Kingston Pike, Suite 108",,Knoxville,TN,37919,,,Murfreesboro,TN,37128,(865) 249-6381,,mbsew@bellsouth.net,https://www.midsouthsewingcenter.com,Fred & Karen Rouse,"M-F 10-5, Sa 10-3","C,HE,M,ME,Q"
6912,Lori's Pins 'n Needles,1122 N. Main Street,,Paris,IL,61944,P.O. Box 815,,Paris,IL,61944,(217) 465-5541,,loris@comwares.net,https://lorispinsnneedles.com/,Lori Bridwell,"M-Th 9-4, F 9-6, Sa 9-2","C,HE,M,ME,Q"
12128,Miss D's Quilt Shop,305 St. Johns Avenue,,Palatka,FL,32177,305 St. Johns Avenue,,Palatka,FL,32177,(386) 385-5678,,missd@missdsquilts.com,https://www.missdsquilts.com,Dannise Kemp,"M-F 10-5, Sa 9-4","C,HE,M,ME,Q"
13849,Cupcake Quilts,21120 Spring Towne Road,,Spring,TX,77388,219 Gentry St Ste A,,Sproing,TX,77373-8313,(281) 528-2929,,cupcakequiltshoppe@gmail.com,https://www.cupcakequilts.com/,Stacie Johnson,"M-Sa 9:30-4, Su 12-4","C,HE,M,ME,Q"
18153,Mountain Top Fabrics & More,"5447 Hwy 127 N, Suite 106",,Crossville,TN,38571,,,,,,(615) 464-7262,,mountaintopfabricsmore@gmail.com,https://mountaintopfabrics.com,David Mahan,"MWSa 9-3, TuThF 9-5","C,HE,M,ME,Q"
4283,Ruth's Stitchery,4440 Austin Bluffs Parkway,,Colorado Springs,CO,80918,4440 Austin Bluffs Parkway,,Colorado Springs,CO,80918,(719) 591-1717,,RStitchery@pcisys.net,http://www.ruthsstitchery.com,Beth Spillane,M-Sa 10-5,"C,HE,M,ME,Q"
7737,Rae-Bon Sew & Quilt Shop,3060 25th Street S,,Fargo,ND,58103,3060 25th Street S,,Fargo,ND,58103,(701) 433-7203,,reddoor@rae-bon.com,https://www.rae-bon.com,Sandy Beneke,"M-F 10-5:30, Sa 10-4","C,HE,M,ME,Q"
7144,Quilter's Cupboard,706 SW 3rd Street,,Ankeny,IA,50023,706 SW 3rd St,,Ankeny,IA,50023,(515) 963-8758,,quilterscupboard@yahoo.com,https://www.quilterscupboardiowa.com/,Cindy Peters,"MTuWFSa 10-5:30, Th 10-7, Su 12-4","C,HE,M,ME,Q"
12056,Little Cottage Quilt Shop,14076 State Highway 16N,,Medina,TX,78055,2656 FM 337,,Medina,TX,78055,(830) 589-2502,,littlecottagequilts@gmail.com,https:/www.littlecottagequiltshop.com,Donette Backlund,W 10-4 and the 2nd Su of every month 10-4,"C,HE,M,ME,Q"
8384,The Quilt Basket,718 N. Lincoln Avenue,,York,NE,68467,718 N. Lincoln Avenue,,York,NE,68467,(402) 362-5737,,info@thequiltbasket-york.com,https://www.thequiltbasket-york.com,Kris Holoch,"MTuWF 9:30-5:30, Th 9:30-6, Sa 9:30-3","C,HE,M,ME,Q"
6148,Opelika Sewing Center,3305 Pepperell Parkway,,Opelika,AL,36801,3305 Pepperell Parkway,,Opelika,AL,36801,(334) 749-9522,,oscoffice@att.net,http://www.opelikasewingcenter.net/,Eddy and Rita Woodham ,"M-F 10-5, Sa 10-3","C,HE,M,ME,Q"
10482,The Embroidery Shoppe LLC,519 Yampa Avenue,,Craig,CO,81625,519 Yampa Ave,,Craig,CO,81625,(970) 824-6770,,sewpolish@gmail.com,http://www.sewpolish.net,Renata and Rodney Beason,"M-F 10-5:30, Sa 10-2","C,HE,M,ME,Q"
5136,Elkins Sewing Center,300 Davis Avenue,,Elkins,WV,26241,300 Davis Avenue,,Elkins,WV,26241,(304) 636-9480,,elkinssewingcenter@gmail.com,https://www.elkinssewingcenter.com,Sue Pifer,M-Sa 9-5,"C,HE,M,ME,Q"
9396,Wayside Sewing,"1021 Boston Post Road E, Route 20",,Marlborough,MA,1752,1021 Boston Post Road E,,Marlborough,MA,1752,(508) 481-2088,,info@waysidesewing.com,http://www.waysidesewing.com,Jill & Michael,"Tu-F 10-5, Sa 10-4, Su 10-2","C,HE,M,ME,Q"
17447,Love It Sew Shop,7400 Business Center Drive,,Avon,IN,46123,7400 Business Center Drive,,Avon,IN,46123,(463) 202-6750,,info@loveitsewshop.com,https://www.loveitsewshop.com,Darlene Phillips and Katie Dynes,"Tu-F 10-7, Sa 10-5, Su 12-4","C,HE,M,ME,Q"
5527,The Quilt Patch,"112 N. Evans Street, Suite 5",,Tecumseh,MI,49286,"112 N. Evans Street, Suite 5",,Tecumseh,MI,49286,(517) 423-0053,,info@thequiltpatch.com,https://www.thequiltpatch.com,Lorraine McNeal,"MWF 9-5, TuTh 9-7, Sa 10-4, Su 12-4","C,HE,M,ME,Q"
7137,The Iowa Quilt Block,325 5th Street,,West Des Moines,IA,50265,325 5th Street,,West Des Moines,IA,50265,(515) 255-1010,,Iaquiltblock@gmail.com,https://www.theiowaquiltblock.com,Shelley Draur,"Tu-Sa 10-4, Su 1-4","C,HE,M,ME,Q"
13865,Urban Spools Sewing Lounge,9982 Monroe Dr,Ste 407,Dallas,TX,75220,9982 Monroe Dr,Ste 407,Dallas,TX,75220,(214) 324-5755,,sew@urbanspools.com,https://www.urbanspools.com,Stefanie Orozco,"Mo-Sa 10-6, Su 12-5","C,HE,M,ME,Q"
16484,The Sparkly Elephant Sewing Lounge,"301 W. Edgewood Drive, Suite 14",,Friendswood,TX,77546,,,,,,(832) 895-9208,,info@thesparklyelephant.com,https://www.thesparklyelephant.com,Andrea,"Tu-F 10-5, Sa 10-2","C,HE,M,ME,Q"
9916,Love to Sew Boutique & Fabrics,"877 Highway 42, Suite B",,Osage Beach,MO,65065,"877 Highway 42, Suite B",,Osage Beach,MO,65065,(573) 348-1972,,tamara@lovetosewboutique.com,https://www.lovetosewboutique.com/,Tamara Burton,"M-F 10-5, Sa 10-2","C,HE,M,ME,Q"
13338,The Sewing House LLC,220 E. Main Street,,Ottumwa,IA,52501,220 E. Main Street,,Ottumwa,IA,52501,(641) 682-4995,,info@iowasewinghouse.com,http://www.iowasewinghouse.com,Tim Dobson,"Tu-F 10-4, Sa 10-3","C,HE,M,ME,Q"
7797,Valley Quilts,4115 Hamilton Middletown Road,,Hamilton,OH,45011,4115 HAMILTON MIDDLETOWN ROAD,,HAMILTON,OH,45011,(513) 988-2560,,info@valleyquilts.com,http://www.valleyquilts.com,Kristi Kinsey,"Tu-F 10-5, Sa 10-3","C,HE,M,ME,Q"
12421,Dora's Spinning Wheel,15207 State Highway 111,,Brighton,IL,62012,15207 State Highway 111,,Brighton,IL,62012,(618) 466-1900,,dora@dorasspinningwheel.com,http://www.dorasspinningwheel.com,Dora Vinson,"MTh 10-5, TuW 10-7","C,HE,M,ME,Q"
18203,Rollin In Stitches,"2127 Boundary Street, Suite 14",,Beaufort,SC,29902,"2127 Boundary Street, Suite 14",Suite 14,Beaufort,SC,29902,(843) 379-2299,,janice@rollininstitches.com,https://www.rollininstitches.com,Janice Roll,M-F 10-6 (5 in Winter) Sa: 10-2,"C,HE,M,ME,Q"
9357,Fabric Peddler,815 Michigan Avenue,,Baldwin,MI,49304,815 Michigan Avenue,BOX 369,Baldwin,MI,49304,(231) 745-4500,,myfabricpeddler@gmail.com,https://www.facebook.com/Fabric-Peddler-133167256700126/,Jamie Russell,"Winter hours starting November1 Wed- Friday 10-4, Sat 10-2","C,HE,M,ME,Q"
14910,A Quilting Stitchuation LLC,229 Fort Stanton Road,,Alto,NM,88312,229 Fort Stanton Rd,,Alto,NM,88312,(575) 315-0541,(575) 973-2191,aquiltingstitchuation@gmail.com,http://www.aquiltingstitchuation.shop/,Jackie Lynn and Eugene Hunter,Year Around: TThFSa: 10-4; Closed Sunday & Monday,"C,HE,M,ME,Q"
5584,Odegaard's Sewing Center,"2109 N. 4th Street, Suite 3",Suite 3,Flagstaff,AZ,86004,2109 N. 4th Street,Suite 3,Flagstaff,AZ,86004,(928) 774-2331,,odegaard@infomagic.net,https://www.odegaards.com,Charlie Odegaard,"M-F 8-5:30, Sa 9-5:30","C,HE,M,ME,Q"
8385,Primitive Gatherings Quilt Shop,8567 S. Loop Road,,Larsen (Oshkosh),WI,54947,8567 S. Loop Road,,Larsen,WI,54947,(920) 722-7233,,store@primitivegatherings.us,http://www.primitivegatherings.us,Lisa & Nick Bongean,Check our website for current hours,"C,HE,M,ME,Q"
16913,Sew Hip,"6820 Kimball Drive, Suite B6",Suite B6,Gig Harbor ,WA,98335,"6820 Kimball Drive, Suite B6",Suite B6,Gig Harbor ,WA,98335,(253) 509-0046,,Info@sew-hip.com,http://www.sew-hip.com,Brittany and Kristin,"Tu-F 10-5, Sa 11-5","C,HE,M,ME,Q"
16185,On Pins & Needles,39 N. Main Street,,Brighton,CO,80601,39 North Main,,Brighton,CO,80601,(720) 667-4086,,annav@onpinsandneedles.com,www.onpinsandneedles.com,Anna Verbeek,"M-F 9-5, Sa 9-1","C,HE,M,ME,Q"
17441,KC Maker Studio & Fabrics,5331 Johnson Drive,,Mission,KS,66205,5331 Johnson Drive,,Mission,KS,66205,(913) 314-0340,,patti@kcmakerstudio.com,https://www.kcmakerstudio.com,Patti Meier,"MW 9-6, TuTh 9-7, FSa 9-5, Su 11-5","C,HE,M,ME,Q"
17701,The Knotted Thread,2819 Civic Circle,,Amarillo,TX,79109,,,,,,(806) 350-3562,,knottedthread@outlook.com,https://theknottedthread.com/,Claudie Biggers,Tu-Sa 10-5:30,"C,HE,M,ME,Q,S,W,Y"
15584,The Makers Cottage at Sterling Wool Mill ,1327 Byerland Church Road,,Willow Street,PA,17584,1327 Byerland Church Road,,Willow Street,PA,17584,(717) 371-4195,,sterlingwoolmill@yahoo.com,http://www.sterlingwoolmill.com,Beth Sterling,"TuThF 10-4:30, W 10-7, Sat by appt.","C,HE,M,ME,Q,S,W,Y"
14836,Mink Crafts,117 Village Square Lane,,Mountain City,TN,37683,117 Village Square Lane,,Mountain City,TN,37683,(423) 460-1561,,rebecca@minkcrafts.com,http://www.minkcrafts.com,Rebecca Mink,"MWThF 10-5, Sa 10-2","C,HE,M,ME,Q,S,Y"
11003,Country Fabric & Crafts,148 N. Main Street,,Valentine,NE,69201,148 N. Main Street,,Valentine,NE,69201,(402) 376-3544,(866) 228-6987,,https://www.facebook.com/people/Country-Fabrics-Crafts/100057530466305/,Carol Hammer Ahrens,M-Sa 9-6,"C,HE,M,ME,Q,Y"
4095,Cloth Carousel,"150 Parker Street, Suite B",,Vacaville,CA,95688,"150 Parker Street, Suite B",,Vacaville,CA,95688,(707) 327-0734,,info@clothcarousel.com,http://www.clothcarousel.com,Adina Schwerdtfeger,"M-Su 10-5, Th 10-8","C,HE,M,ME,Q,Y"
1371,E Z Knit Fabrics,165 N. Main Street,,Colville,WA,99114,165 N. Main Street,,Colville,WA,99114,(509) 684-2644,,mail@ezknit.com,https://www.ezknit.com,Vickie Black,M-Sa 10-5,"C,HE,M,ME,Q,Y"
4711,Sew Biz,"7327 Peppers Ferry Blvd.,  Suite A",,Fairlawn,VA,24141,"7327 Peppers Ferry Blvd, Ste A",,Fairlawn,VA,24141,(540) 639-1138,,sewbiz.radford@gmail.com,https://www.sewbiz.com,Donna Worrell,"M-F 10-6, Sa 10-5","C,HE,M,ME,Q,Y"
7058,Always In Stitches,1808 Conner Street,,Noblesville,IN,46060,1808 Conner Street,,Noblesville,IN,46060,(317) 776-4227,,info@alwaysinstitches1.com,https://www.alwaysinstitches1.com,Lyneen Burrow,"MTuThFSa 10-4, W 10-7:30","C,HE,M,ME,Q,Y"
6125,Kathy's Fabric Trunk,610 Grand Avenue,,Del Norte,CO,81132,610 Grand Avenue,,Del Norte,CO,81132,(719) 657-9314,,kathysfabrictrunk@gmail.com,https://www.facebook.com/kathysfabrictrunk/,Kathy Black,"M-F 10-5, Sa 10-3","C,HE,M,ME,Q,Y"
11439,Friendship Star Quilt Shop,131 Center Street,,Sayre,PA,18840,131 Center St.,,Sayre,PA,18840,(570) 886-2296,,friendshipstarquiltshop@yahoo.com,www.friendshipstarquiltshop.com,Maryanne Geiss and Mary Lou Palmer,"M-F 10-5, Sa 10-1","C,HE,M,N,Q"
17702,Kirtman Hobby Shop,203 Hanes Blvd.,,Hughes Springs,TX,75656,203 Hanes Blvd.,,Hughes Springs,TX,75656,(903) 562-1660,,kirtmanhobbyshop@gmail.com,https://kirtmanhobbyshop.wixsite.com/home,Jennifer and Jon Kirtman,MWF 10-5 sat 10-2,"C,HE,M,N,Q"
10575,Fiddlehead Artisan Supply,64 Main Street,,Belfast,ME,4915,64 Main Street,,Belfast,ME,4915,(207) 338-8422,,info@fiddleheadartisansupply.com,http://www.fiddleheadartisansupply.com,Abigail Gilchrist,"M-Sa 10-5, Su 11-4","C,HE,M,N,Q"
7800,Johnson's Quilt Shop,105 W. Commerce Street,,Altus,OK,73521,105 W. Commerce Street,,Altus,OK,73521,(580) 477-1398,,johnvac@sbcglobal.net,http://www.johnsonsquiltshop.com,Anita Johnsonn,"M-F 9:30-5, Sa 10-5","C,HE,M,N,Q"
13282,Pieceful Acre Needlearts,"66 Sugar Hollow Road, Unit 2",,Danbury,CT,6810,"66 Sugar Hollow Road, Unit 2",,Danbury,CT,6810,(203) 731-9601,(203) 731-9601,piecefulacre@gmail.com,https://www.facebook.com/piecefulacreneedlearts,Jo Ann Brown,W-Sa 1-5,"C,HE,M,N,Q,S,Y"
14119,The Quilting Shack,518 East South E Street,,Broken Bow,NE,68822,518 E South E Street,,Broken Bow,NE,68822,(308) 872-6221,,thequiltingshack@gmail.com,http://www.facebook.com/thequiltingshackbbow,Susie Walker,WThF 11-5,"C,HE,M,N,Q,Y"
2698,Yardgoods Center,60 W. Concourse,,Waterville,ME,4901,60 West Concourse,,Waterville,ME,-4901,(207) 872-2118,,yardgoodsyarn@gmail.com,FB yardgoodsyarnns ,Joyce Vlodek Atkins,M-Sa 9:30-5,"C,HE,M,N,Q,Y"
9251,Eleanor's Quilts & Fabrics,43 Cedar Drive,,Reedsville,WV,26547,P.O. Box 299,,Reedsville,WV,26547,(304) 864-6330,,9400@atlanticbb.net,http://www.eleanorsquiltsandfabrics.com,Sandy Slemboski,"M-F 10-5,  Sa 10-5","C,HE,M,N,Q,Y"
6654,Seam Shoppe,1113 Truman Avenue,,Key West,FL,33040,1113 Truman Avenue,,Key West,FL,33040,(305) 296-9830,,seamshoppe@gmail.com,https://www.seamshoppe.com/,Cindy & Nick Meyer,"M-F 9-4, Sa 10-2","C,HE,M,N,Q,Y"
12482,The Witch's Stitches Fabric & Needle Arts,18 Canal Street,,Big Flats,NY,14814,18 Canal Street,,Big Flats,NY,14814,(607) 358-4016,,thewitchesstitches@gmail.com,https://www.thewitchsstitches.com/,Diana Riesbeck,"TuWF 10-4, Th 12-6, Sa 10-3","C,HE,M,N,Q,Y"
11353,Ruby's ,116 E. 1st Street,,Cle Elum,WA,98922,,,,,,(509) 674-2296,,ruby@rubysstore.com,www.rubysstore.com,Ruby Lewis,"W-F 12-5, Sa 12-4:30","C,HE,M,N,Q,Y"
17569,North Shore Quilting & Fiber Art,160 E. Main St,,Huntington,NY,11743,117 Main St,,Cold Spring Harbor,NY,11724,(631) 479-4122,,info@northshorequilting.com,https://www.northshorequilting.com,Jessica & Christopher Chin,"Tu 11-4, W-Sa 10-4","C,HE,M,N,Q,Y"
15263,Fiber Rhythm Craft & Design,"2505 SE 11th Avenue, Suite 119",,Portland,OR,97202,"2505 SE 11th Avenue, Suite 312",,Portland,OR,97202,(503) 236-7318,,dawn@fiberrhythm.com,https://shop.fiberrhythm.com/,Dawn Seymour,Check website for current hours,"C,HE,M,N,S,W,Y"
18276,Yarn Farm Kingston,21 W. Strand Street,,Kingston,NY,12401,21 W. Strand St.,,Kingston,,12401,(845) 514-2693,,hello@yarnfarmkingston.com,https://yarnfarmkingston.com,Jocelyn and Todd,W-Su,"C,HE,M,N,S,W,Y"
1417,Expressions Gallery / Knit Nook,201 E. Kemp Avenue,,Watertown,SD,57201,201 E. Kemp Avenue,,Watertown,SD,57201,(605) 886-9251,,brenda@expressionsgallery.net,http://expressionsgallery.net/,Diana Berns,"M-F 10-4:30, Sa 10-2","C,HE,M,N,Y"
8835,Sew Sweet Quilt Shop,207 E. Broadway Street,,Brunswick,MO,65236,,,,,,(660) 548-3056,,jessica@sewsweetquiltstore.com,www.sewsweetquiltstore.com,Jessica Defibaugh and Jeanette Frock,"Tu-F 10-5:30, Sa 10-3","C,HE,M,Q"
4693,The BackStitch,108 S. Main Street,,Elkader,IA,52043,P. O. Box 298,,Elkader,IA,52043,(563) 245-2967,(319) 331-7420,backstitch@alpinecom.net,https://www.thebackstitch.net,Karen Jackson,"M-F 10-5, Sa 10-3","C,HE,M,Q"
15739,Sew it Seams,"7600 Twin City Highway, Suite A",,Port Arthur,TX,77642,,,,,,(409) 729-7397,,candace@sewitseams.us,www.sewitseams.us,Candace Blamton,"M-F 10-5:30, Sa 10-4","C,HE,M,Q"
5395,Esther's Fabrics,"181 Winslow Way E, Suite D",,Bainbridge Island,WA,98110,"181 Winslow Way E, Suite D",,Bainbridge Island,WA,98110,(206) 842-2261,,info@esthersfabrics.com,http://www.esthersfabrics.com,Piper Pupper,"M-Sa 10-5, Su 11-5","C,HE,M,Q"
11199,Village Quilts,17 W. Main Street,,Canfield,OH,44406,17 W. Main Street,,Canfield,OH,44406,(330) 533-0545,,info@villagequiltscanfield.com,https://www.villagequiltscanfield.com,Clare Neff,Tu-Sa 10-4,"C,HE,M,Q"
10210,Treasure Every Stitch,1725 Main Street,,Baker City,OR,97814,1725 Main Street,,Baker City,OR,97814,(541) 523-9499,,treasureeverystitch@live.com,,Kristi Harris,"M-F 10-4, Sa 10-3","C,HE,M,Q"
16342,Box Car Quilts,3598 Warschun Road,,Aubrey,TX,76227,,,,TX,,(940) 365-2400,,boxcarquilts@gmail.com,https://www.boxcarquilts.com,Laura Turner,M-Sa 10-4,"C,HE,M,Q"
6039,Tiny Stitches,2518 E. Piedmont Road,,Marietta,GA,30062,"2518 E. Piedmont Rd, #116",,Marietta,GA,30062,(770) 565-1113,,tinystitches@bellsouth.net,https://www.tinystitches.com,Maetha Elliott,"M-Sa 10-5, Su 1-5","C,HE,M,Q"
6702,The Common Thread,5015 S. Chestatee Street,,Dahlonega,GA,30533,,,,,,(706) 864-0740,,thecommonthread@windstream.net,http://www.thecommon-thread.com,Shannon Caldwell,"Tu-F 10-5, Sa 10-2","C,HE,M,Q"
9651,Country Thyme Vermont,23 Meadow Lane Circle,,North Troy,VT,5859,23 Meadow Lane Circle,,North Troy,VT,5859,(802) 744-2795,,cthymevt@aol.com,http://www.countrythymevermont.com,Kay Courson,Tu-Sa 9:30-5:30,"C,HE,M,Q"
7106,Seams To Me,17 E. State Street,,Algona,IA,50511,,,,,,(515) 295-5841,,kboyken@netamumail.com,www.facebook.com/pages/Seams-To-Me/https:/142262539159007,Karen Boyken,"M-F 10-5, Sa 10-3","C,HE,M,Q"
5840,Loose Threads,"1211 S. Roane Street, # 5",,Harriman,TN,37748,"1211 S. Roane Street, # 5",,Harriman,TN,37748,(865) 882-5588,,loosethreadsquiltshop@gmail.com,http://loose-threadsquiltshop.square.site,Lisa Lee,"MSa 9-3, Tu-F 9-5","C,HE,M,Q"
10004,Rocking Chair Quilts,21 N. Main Street,,Butler,MO,64730,21 N. Main Street,,Butler,MO,64730,(660) 200-2226,,rcquiltsmarsha@gmail.com,https://www.rcquilts.com,Marsha Youngblood,"Mon thru Wed 9-4, Thurs 9-7, Fri 9-5, Sat 9-2","C,HE,M,Q"
17169,Heritage Quilt Barn,131 Halbert Lane,,Waco,TX,76705,131 Halbert Ln,,Waco,TX,76705,(254) 829-7119,,info@heritagequiltbarn.com,http://www.heritagequiltbarn.com/,Cindy Owen,M-Sa 9:30-5:30,"C,HE,M,Q"
6129,Quilts-N-Creations,125 N. 2nd Street,,Sterling,CO,80751,P.O.Box 991,,Sterling,CO,80751,(970) 522-0146,,quilts@kci.net,https://www.quiltsncreations.com,Leta Propst and Shauna Houser,"M-F 9-5:30, Sa 9-3","C,HE,M,Q"
18131,Cotton Hearts Quilt Shop,117 N. Main Street,,Hebron,IN,46341,,,,,,(219) 996-9477,,dawn@cottonheartsquiltshop.com,https://www.cottonheartsquiltshop.com/,Dawn Renee Vroom,"MTuF 10-4, Th 10-6, Sa 10-3","C,HE,M,Q"
18088,The Quilted Cow,7477 Mexico Road,,St. Peters,MO,63376,7477 Mexico Road,,St. Peters,MO,63376,8445865213700,,stpeters@thequiltedcow.com,https://www.the quiltedcowstpetersmo.com,Lori & Lisa,MTuFSa 10-4; WTh 10-6,"C,HE,M,Q"
17385,L & L Sales,105 Peonia Road,,Clarkson,KY,42726,PO Box 424,,Clarkson,KY,42726,(270) 242-4511,,landlsalesshop@gmail.com,https://www.facebook.com/LLSalesClarkson/,Barbara Johnson,"M-F 9-4, Sa 9-2","C,HE,M,Q"
7874,Heirloom Quilting ,1225 Rt. 36 North,,Brookville,PA,15825,1225 Route 36 N,,Brookville,PA,15825,(814) 849-8739,,hqabrookvillepa@gmail.com,http://www.heirloomquilting.com,Ellie Newlin,"M-Sa 10-5, Call for holiday hours","C,HE,M,Q"
9623,Quilt-N-Kaboodle,420 W. Main Street,,Cherokee,IA,51012,,,,,,(712) 225-3600,,quiltnkaboodle@gmail.com,https://www.facebook.com/quiltnkaboodle/,Bobbi DeWitt,"TuWThF 10-5, Sa 9-1","C,HE,M,Q"
11723,The Scarlet Thread Quilt Co.,1974 E. CR 1000S,,Twelve Mile,IN,46988,1974 E. CR 1000S,,Twelve Mile,IN,46988,(574) 721-5899,(574) 709-3598,julie@scarletthreadquiltco.com,http://www.scarletthreadquiltco.com,Julie Boldry,"W-F 10-4, Some Saturdays 10-2 call for Saturday dates","C,HE,M,Q"
14197,A Quilt Corral,812 Main Street,,La Crosse,KS,67548,PO Box 465,,LaCrosse,KS,67548,(352) 266-7108,,likensframing@netzero.com,https://www.facebook.com/AQuiltCorral/,Debbie,"WThF 10-5:30, Sa 10-2","C,HE,M,Q"
14800,Feed Mill Fabric and Quilting,246 W. Highway Street (US Rte. 34),,Oneida,IL,61467,246 W. Highway Street,PO Box 363,Oneida,IL,61467,(309) 635-8283,,feedmillfabricandquilting@gmail.com,www.feedmillfabric.com,Beth Rylander,"Tu-F 10-5, Sa 10-4","C,HE,M,Q,S,W,Y"
3121,Northwest Yarns & Mercantile,206 W. Magnolia Street,,Bellingham,WA,98225,206 W. Magnolia Street,,Bellingham,WA,98225,(360) 738-0167,,info@nwyarns.com,https://nwyarns.com,Heather Seevers & Echo Mae ,"M-Sa 10-6, Su 12-4","C,HE,M,Q,S,W,Y"
